,Variable,actor_score,digital_rental_index,director_score,early_est_dummy,redbox_window_dummy,sales_label,score_mpaa,genre_num,sub_genre_animated,screens,logBOActual,logBudget,holiday8wk_effect_dvd,holiday8wk_effect_theatrical,perc_rating_1,perc_rating_10,perc_rating_5,score_rotten_tomatoes_audience,kantar_th_total_log,nrg_female_o25,nrg_female_u25,nrg_male_o25,nrg_male_u25,film_appeal_overindex_quadrant_dvd_m1,dvd_female_o25,dvd_male_o25,listen_first_facebook_engagement_dvd_m8_log,listen_first_twitter_conversation_volume_dvd_m8_log,listen_first_twitter_engagement_dvd_m8_log,listen_first_youtube_total_views__official_plus_unofficial__dvd_m8_log,sov_twitter_dvd,sov_twitter_the,fb_total_engagement_dvd,tw_total_engagement_dvd,yt_total_engagement_dvd,tw_voc_post_accel,wiki_post_accel,youtube_post_accel,fb_engagement_post_accel
Miracles from Heaven,tt4257926,142.0368854,0.75,20.79075719,1,0,mid,2,6,0,3155,4.122170472,16.38045992,0,0,0.055,0.264,0.052,82,16.48255618,0.582225594,0.531657025,0.481571485,0.460965143,F>25,0.442023722,0.460525645,9.329278296,6.901737207,5.375278408,16.91081985,0.184616259,0.389140483,10.60945224,7.505492275,18.35733835,-6237.333333,-32080,1478912,-63253.66667
