actor_score,digital_rental_index,director_score,dvd_female_o25,dvd_male_o25,early_est_dummy,fb_engagement_post_accel,fb_total_engagement_dvd,film_appeal_overindex_quadrant_dvd_m1,genre_num,holiday8wk_effect_dvd,holiday8wk_effect_theatrical,kantar_th_total_log,listen_first_facebook_engagement_dvd_m8_log,listen_first_twitter_conversation_volume_dvd_m8_log,listen_first_twitter_engagement_dvd_m8_log,listen_first_youtube_total_views__official_plus_unofficial__dvd_m8_log,logBOActual,logBudget,nrg_female_o25,nrg_female_u25,nrg_male_o25,nrg_male_u25,perc_rating_1,perc_rating_10,perc_rating_5,redbox_window_dummy,sales_label,score_mpaa,score_rotten_tomatoes_audience,screens,sov_twitter_dvd,sov_twitter_the,sub_genre_animated,tw_total_engagement_dvd,tw_voc_post_accel,wiki_post_accel,youtube_post_accel,yt_total_engagement_dvd
50,0.5,50,0.514229128,0.439101844,1,-12240.33333,10.77358774,>25,9,576,0,16.90897358,9.191870856,8.143517406,8.211754397,17.9571618,4.314569316,17.87595359,0.368752694,0.385958192,0.306498157,0.369441833,0.014,0.068,0.124,0,mid,2,63,3618,0.638709473,0.129211403,0,9.024492605,-10468.66667,-16707.33333,4816251.333,19.45295404
